ID,Age,Sex,Sex_MaleFemaleOnly,Education,VerbalAbililtyTotal,VerbalAbility_GreaterThan8,LiberalConservative,ProChoice_ProLife,AbortionSpectrum,HowImportantisReferendumtoYou,HowWillYouVote,HowWillYouVote_Yes1No2,HowWillYouVote_MissingSameAsWontVote,TraditionalMediaConsumption,SocialMediaConsumption,DiscussionsFamilyFriends,ApprovalYesCampaign,ApprovalNoCampaign,VoterRegister,VoterRegisterDidntHear,VoterRegisterDontRemember,VoterRegisterTV,VoterRegisterNewspaper,VoterRegisterRadio,VoterRegisterOnlineNews,VoterRegisterSocialMedia,VoterRegisterFriend,VoterRegisterOther,VoterRegisterHowDidYouFeel,GAAStars,GAADidntHear,GAADontRemmeber,GAATV,GAANewspaper,GAARadio,GAAOnlineNews,GAASocialMedia,GAAFriend,GAAOther,GAAHowDidYouFeel,FakeNurse,FakeNurseDidntHear,FakeNurseDontRemember,FakeNurseTV,FakeNurseNewspaper,FakeNurseRadio,FakeNurseOnlineNews,FakeNurseSocialMedia,FakeNurseFriend,FakeNurseOther,FakeNurseHowDidYouFeel,Coveney,CoveneyDidntHear,CoveneyDontRemember,CoveneyTV,CoveneyNewspaper,CoveneyRadio,CoveneyOnlineNews,CoveneySocialMedia,CoveneyFriend,CoveneyOther,CoveneyHowDidYouFeel,YesPosters,YesPostersDidntHear,YesPostersDontRemember,YesPostersTV,YesPostersNewspaper,YesPostersRadio,YesPostersOnlineNews,YesPostersSocialMedia,YesPostersFriend,YesPostersOther,YesPostersHowDidYouFeel,NoComments,NoCommentsDidntHear,NoCommentsDontRemember,NoCommentsTV,NoCommentsNewspaper,NoCommentsRadio,NoCommentsOnlineNews,NoCommentsSocialMedia,NoCommentsFriend,NoCommentsOther,NoCommentsHowDidYouFeel,Saoirse,SaoirseDidntHear,SaoirseDontRemember,SaoirseTV,SaoirseNewspaper,SaoirseRadio,SaoirseOnlineNews,SaoirseSocialMedia,SaoirseFriend,SaoirseOther,SaoirseHowDidYouFeel,GraphicPosters,GraphicPostersDidntHear,GraphicPostersDontRemember,GraphicPostersTV,GraphicPostersNewspaper,GraphicPostersRadio,GraphicPostersOnlineNews,GraphicPostersSocialMedia,GraphicPostersFriend,GraphicPostersOtherSource,GraphicPostersHowDidYouFeel,RonanMullen,RonanMullenDidntHear,RonanMullenDontRemember,RonanMullenTV,RonanMullenNewspaper,RonanMullenRadio,RonanMullenOnlineNews,RonanMullenSocialMedia,RonanMullenFriend,RonanMullenOther,RonanMullenHowDidYouFeel,CarolNolan,CarolNolanDidntHear,CarolNolanDontRemember,CarolNolanTV,CarolNolanNewspaper,CarolNolanRadio,CarolNolanOnlineNews,CarolNolanSocialMedia,CarolNolanFriend,CarolNolanOther,CarolNolanHowDidYouFeel,YesComments,YesCommentsDidntHear,YesCommentsDontRemember,YesCommentsTV,YesCommentsNewspaper,YesCommentsRadio,YesCommentsOnlineNews,YesCommentsSocialMedia,YesCommentsFriend,YesCommentsOther,YesCommentsHowDidYouFeel,NoPosters,NoPostersDidntHear,NoPostersDontRemember,NoPostersTV,NoPostersNewspaper,NoPostersRadio,NoPostersOnlineNews,NoPostersSocialMedia,NoPostersFriend,NoPostersOtherSource,NoPostersHowDidYouFeel,SelectFakeVoterReg1,SelectFakeVoterReg2,SelectFakeCoveney1,SelectFakeCoveney2,SelectFakeNoComments1,SelectFakeNoComments2,SelectFakeNurse1,SelectFakeNurse2,SelectFakeGAA1,SelectFakeGAA2,SelectFakeYesPosters1,SelectFakeYesPosters2,SelectFakeCarolNolan1,SelectFakeCarolNolan2,SelectFakeRonanMullen1,SelectFakeRonanMullen2,SelectFakeGraphic1,SelectFakeGraphic2,SelectFakeSaoirse1,SelectFakeSaoirse2,SelectFakeNoPosters1,SelectFakeNoPosters2,SelectFakeYesComments1,SelectFakeYesComments2,SelectedNoCommentsTotal,SelectedYesPostersTotal,SelectedNoPostersTotal,SelectedYesCommentsTotal,SelectedCarolNolanTotal,SelectedRonanMullenTotal,SelectedGraphicImagesTotal,SelectedSaoirseTotal,SelectedVoterRegTotal,SelectedSimonCoveneyTotal,SelectedNurseTotal,SelectedGAATotal,TotalTrueStoriesSelectedAsFake,TotalFalseStoriesSelectedAsFake,TotalStoriesSelectedAsFake,SelectedPosterStoryAsFake,SelectedCommentsStoryAsFake,Approval_Posters_No,Approval_Comments_Yes,Approval_Posters_Yes,Approval_Comments_No,YesComments_AttCong,YesPosters_AttCong,NoPosters_AttCong,NoComments_AttCong,PostersAttCongruence,SPACE,BROADEN,EMANATE,EDIBLE,ANIMOSITY,PACT,CLOISTERED,CAPRICE,ACCUSTOM,ALLUSION,SpaceCorrect,CapriceCorrect,BroadenCorrect,CloisteredCorrect,EmanateCorrect,EdibleCorrect,PactCorrect,AnimosityCorrect,AllusionCorrect,AccustomCorrect,StoryResp,FakeStoryResp,TrueMemoryCount,FalseMemoryCount,FalseStories_YesorBelieve1,VoterRegister1Yes2Believe,GAA1Yes2Believe,FakeNurse1Yes2Believe,Coveney1Yes2Believe,YesPosters1Yes2Believe,NoComments1Yes2Believe,Saoirse1Yes2Believe,GraphicPosters1Yes2Believe,RonanMullen1Yes2Believe,CarolNolan1Yes2Believe,YesComments1Yes2Believe,NoPosters1Yes2Believe,VoterRegister1Yes,GAA1Yes,FakeNurse1Yes,Coveney1Yes,YesPosters1Yes,NoComments1Yes,Saoirse1Yes,GraphicPosters1Yes,RonanMullen1Yes,CarolNolan1Yes,YesComments1Yes,NoPosters1Yes,YesPoster1YesBelieve,NoComments1YesBelieve,YesComments1YesBelieve,NoPosters1YesBelieve,YesPoster1SpecificMemory,NoComments1SpecificMemory,YesComments1SpecificMemory,NoPosters1SpecificMemory,GAAStarsWhere,VoterRegWhere,FakeNurseWhere,CoveneyWhere,YesPostersWhere,NoCommentsWhere,SaoirseWhere,GraphicPostersWhere,RonanMullenWhere,CarolNolanWhere,YesCommentsWhere,NoPostersWhere,TrueStoriesWhere_Average,FalseStoriesWhere_Average,CommentsMemories,PostersMemories,PosterMemories_BelieveandYes1,CommentsMemories_BelieveandYes1,PosterCongruency_0against1inline,PosterResponsesMerged_1Memory_BelieveExcluded,PosterAttCongruenceMerged,CommentsCongruency_0inline1against,CommentsResponseMerged_1Memory_BelieveExcluded,YesPosters1Specific2Remember3Believe,NoComments1Specific2Remember3Believe,NoPosters1Specific2Remember3Believe,YesComments1Specific2Remember3Believe,Posters1Specific2Remember3Believe
2350,23,2,2,6,8,2,1,1,3,8,1,1,1,4,3,4,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , ,1,1, , ,"I didn't particularly care -- I thought it was nice, I suppose, but I didn't bother watching the video etc., or have any real feelings about it.",4, , , , , ,1, , , ,I did think that the graphic posters seemed inappropriate but I don't remember the Save the 8th campaign condemning them.,2, ,0, , , , , , , ,"I thought that the accusations of bias were overblown, and that it seemed that the committee did hear evidence from lots of sources.",5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , ,1,1, , ,0,0,0,0, , , , ,0,2,2,1,1, , ,4,5, ,2, ,4,2,4,5,3,3,1,3,5, ,4,1,1, ,1,1,0,1,1,1,1,1,6,2,2,0,0, , , , ,0,0,1,0,1,0, , , , , , ,0,0,1,0,1,0, , ,0,0, , ,0,0, , , , , , , , ,1, ,0, , , , , ,0,0,0,0,0,0,2,0,0, , , , , 
2055,25,1,1,6,8,2, ,1,2,8,1,1,1,3,5,2,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,2, , , , , , ,1, , ,Uninterested as I was already firmly pro-choice but it was probably positive that progressive celebrities were supporting the campaign,5, , , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , ,1,1, , ,It was justified since she defied the party whip and voted against allowing the public to have their say, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , ,1,1, , ,0,0,0,0, , , , ,0,2,2,1,1, , ,4,5, ,2, ,4,2,4,5,3,3,1,3,2,4,4,1,1,1,1,0,0,1,1,1,1,1,6,2,2,0,0, , , , ,0,0,1,0,0,1, , , , , , ,0,0,1,0,0,1, , ,0,0, , ,0,0, , , , , , , , ,1, , ,1, , , , ,0,0,0,0,0,0,2,0,0, , , , , 
2671,25,2,2,7,9,2,3,3,2,9,1,1,1,5,1,5,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , ,1, , , ,Somewhat indifferent: pleased that they were advocating a Yes vote but unsure as to why there is a perception that people should vote a certain way because celebrities think it is right.,5,1, , , , , , , , , ,1,1, , , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , ,1,1, ,1, ,1, , , , , , , ,1,1, , ,1,1,1,0, , , , ,3,2,5,1,1, , ,3,5, ,3, ,4,3,4,5,5,3,1,3,5, ,4,1,1, ,1,1,1,1,1,1,1,1,6,2,2,0,0, , , , ,0,0,1,0,1,0, , , , , , ,0,0,1,0,1,0, , ,0,0, , ,0,0, , , , , , , , ,1, , , , , , , ,0,0,0,0,0,0,3,0,0, , , , , 
2609,27,2,2,6,8,2,3,1,1,9,1,1,1,5,5,4,1,5,5,1, , , , , , , , , ,1, , , , , , ,1, , ,Enraged. Nothing to do with him.,5, , , , , , , , , , ,1, , , , , ,1, , , ,Acceptance. People are allowed to change their minds.,5,1, , , , , , , , ,Strange - I thought it was just the No side had these issues.,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , ,1, , , , , ,1, , , , , , , , , , , , , ,1,1, , , , , , ,1,0,0,0,1,2,3,1,1, , ,5,5, ,0, ,4,0,4,5, ,3,1,3,5, ,4,1,1, ,1,1, ,1,1,1,1,1,6,2,2,0,0,0,1,0,1,0,0, , , , , , ,0,1,0,1,0,0, , , , , , ,0,0, , ,0,0, , ,1, , ,1, , , , , , , , , , ,0,0,0,0,0,0,0,0,0, , , , , 
2514,29,1,1,5,8,2,3,1,2,8,1,1,1,3,1,3,3,5,1, , , , , ,1, , , ,Ambivalent,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , ,1, ,1, , , ,Mildly surprised,5,1, , , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , ,1,0, , , , , , ,0,0,0,1,1,1,2,0,1, , ,4,5, ,3, ,4,3,4,5,5,3,1,3,2,2,4,1,1,0,1,0,1,1,1,1,1,1,6,2,2,0,0,1,0,0,1,0,0, , , , , , ,1,0,0,1,0,0, , , , , , ,0,0, , ,0,0, , , ,1, ,1, , , , , , , , , , ,0,0,0,0,0,0,3,0,0, , , , , 
2271,31,1,1,7,8,2,4,1,2,9,1,1,1,5,5,5,3,5,5,1, , , , , , , , ,N/A,1, , , , ,1, , , , ,I felt acceptance that people will have different views about the issue but disappointed that people i respect for their achievements are misguided because of religious ideology.,5,1, , , , , , , , ,N/A,1, , ,1, ,1, , , , ,Unsurprised by the cynical nature of modern politics in relation to maintaining popularity amongst voters and party colleagues.,5,1, , , , , , , , ,NA,5,1, , , , , , , , ,N/A, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , ,1, ,1, , , ,1, , , , , , , , , , , , , ,1,1, , , , , , ,1,0,1,0,2,2,4,1,1, , ,4,5, ,3, ,4,3,4,5,2,3,1,3,2,4,4,1,1,1,1,0,0,1,1,1,1,1,6,2,2,0,0,0,1,0,1,0,0, , , , , , ,0,1,0,1,0,0, , , , , , ,0,0, , ,0,0, , ,1, , ,1, , , , , , , , , , ,0,0,0,0,0,0,3,0,0, , , , , 
2561,31,1,1,5,8,2,6,1,2,4,1,1,1,5,4,2,4,4,5,1, , , , , , , , , ,1, , , , , ,1, , , ,Irritated,3, , , ,1, ,1, ,1, , ,1, , , ,1, , , , , ,Glad,5,1, , , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , ,1, , , , , ,1, , , , , , , , , , , , , ,1,1, , , , , , ,1,0,0,0,1,2,3,1,1, , ,5,5, ,3, ,3,3,4,5,1,3,1,3,5,3,4,1,1,0,1,1,0,1,1,1,1,1,6,2,2,0,0,0,1,2,1,0,0, , , , , , ,0,1, ,1,0,0, , , , , , ,0,0, , ,0,0, , ,1, , ,1, , , , , , , , , , ,0,0,0,0,0,0,3,0,0, , , , , 
2507,32,2,2,8,10,2,1,1,1,10,1,1,1,3,5,5,2,5,5,1, , , , , , , , , ,2, , , , , , ,1, , ,I wasnt too bothered as I dont follow/like GAA,1, , , , , , ,1, , ,Not surprised the No campaign would resort to such tactics,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1, , , , , , , , , , , , , ,0,1, , , , , , ,1,0,0,0,1,1,2,1,0, , ,4,5, ,2, ,4,2,4,5,5,3,1,3,5,4,4,1,1,1,1,1,1,1,1,1,1,1,6,2,2,0,0,0,1,1,0,0,0, , , , , , ,0,1,1,0,0,0, , , , , , ,0,0, , ,0,0, , ,1, ,1, , , , , , , , , , , ,0,0,0,0,0,0,2,0,0, , , , , 
2637,34,1,1,6,8,2,1,1,4,6,1,1,1,4,5,5,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , ,1,1,1,1,It was good to see prominent Irish people engage in the current political discourse in Ireland.,4, , , , , , ,1, , ,"I was appalled that the ICBR felt it appropriate to display graphic imagery near schools, hospitals etc. Preying on the vulnerable.",4, ,0, , , , , , , , ,1, , ,1, , ,1, , , ,"Although she went against the party, I did think the punishment was severe for her expressing her opinion and standing by her principles.", , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , ,1,1, , ,0,0,0,0, , , , ,0,2,2,1,1, , ,5,5, ,0, ,4,0,4,5, ,3,1,3,5, ,4,1,1, ,1,1, ,1,1,1,1,1,6,2,2,0,0, , , , ,0,0,1,0,0,1, , , , , , ,0,0,1,0,0,1, , ,0,0, , ,0,0, , , , , , , , ,1, , ,1, , , , ,0,0,0,0,0,0,0,0,0, , , , , 
2406,34,2,2,8,9,2,1,1,1,9,1,1,1,4,3,5,1,5,1, , , ,1, ,1, , , ,I thought it strange that it would be possible but very angry if it were possible,5,1, , , , , , , , , ,5,1, , , , , , , , ,I've never heard this,1, , , ,1, ,1, , , ,Nonplussed.,5,1, , , , , , , , ,I've never heard about it until here,5,1, , , , , , , , ,If true I'm extremely angry about this. Not guilty does not mean innocent, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, ,1, ,1, , , , , , , , , , , , , ,1,1, , , , , , ,0,0,1,1,2,2,4,1,1, , ,4,5, ,1, ,4,1, ,5,5,3,1,3,5,4,4,1, ,1,1,1,1,1,1,1,1,1,6,2,2,0,0,1,0,0,1,0,0, , , , , , ,1,0,0,1,0,0, , , , , , ,0,0, , ,0,0, , , ,1, ,1, , , , , , , , , , ,0,0,0,0,0,0,1,0,0, , , , , 
2080,35,2,2,8,8,2, ,1,1,9,1,1,1,5,5,5,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , , ,1, , ,Delighted!,1, , , , , , ,1, , ,"So angry, shocked and horrified.",5,1, , , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1, , , , , , , , , ,0,1, , ,1,1,0,0, , , , ,2,1,3,1,0, , ,5,4, ,0, ,3,0,4,5,5,3,1,3,2, ,4,1,1, ,1,0,1,1,1,1,1,1,6,2,2,0,0, , , , ,0,0,1,1,0,0, , , , , , ,0,0,1,1,0,0, , ,0,0, , ,0,0, , , , , , , , ,1,1, , , , , , ,0,0,0,0,0,0,0,0,0, , , , , 
2491,35,2,2,7,9,2,3,1,3,7,1,1,1,5,5,4,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,2, , , , , , ,1, , ,"I felt glad that high profile, respected people were lending their voices to the campaign. I didn?t watch it because I didn?t have time but I have long made my decision to vote yes anyway.",1, , , , , , ,1, , ,Disgusted that they would target hospitals like his. Somewhat relieved that they were condemned by the official No campaign.,3,1, , , , , , , , , ,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , ,1,1, , ,0,0,0,0, , , , ,0,2,2,1,1, , ,4,5, ,2, ,4,2,4,5,5,3,1,3,2,4,4,1,1,1,1,0,1,1,1,1,1,1,6,2,2,0,0, , , , ,0,0,1,1,2,2, , , , , , ,0,0,1,1, , , , ,0,0, , ,0,0, , , , , , , , ,1,1, , , , , , ,0,0,0,0,0,0,2,0,0, , , , , 
2451,37,1,1,7,8,2,3,1,1,9,1,1,1, ,5,5,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , ,Did not hear about this.,5,1, , , , , , , , , ,1, , , , , , , , ,1,Heard about in on a Blindboy Podcast. Was quite proud to see those involved be so vocal.,4, , , , , , , ,1, ,I do not remember the no side condemning this. In fact I thought they were involved in this.,3, , ,1, , , , , , ,Those fuckin right wing eejits are at it again.,2, , , , , , ,1, , ,There were a number of SF and DUP counsellors/TDs suspended in the last wee while. So the detail got lost in the middle of that. It did not stand out to me at the time as being connected to the referendum., , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , ,1, , , , ,1, , , , , , , ,1,1, , ,0,0,1,0, , , , ,1,2,3,1,1, , ,5,3, ,0, ,2,0,4,5,3,3,1, ,5,4,4,1,1,1,1,1,0,1, ,1,1,1,6,2,2,0,0, , , , ,0,0,1,0,2,1, , , , , , ,0,0,1,0, ,1, , ,0,0, , ,0,0, , , , , , , , ,1, , ,1, , , , ,0,0,0,0,0,0,0,0,0, , , , , 
2118,39,2,2,7,10,2,2,1,2,8,1,1,1,3,2,3,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , , ,1, , ,Impressed by the campaign.,1, , , , ,1, , , , ,Appalled at the campaign.,3, ,0, , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , ,0,1, , ,0,0,0,0, , , , ,0,1,1,1,0, , ,4,5, ,2, ,3,2,4,5,5,3,1,3,5,4,4,1,1,1,1,1,1,1,1,1,1,1,6,2,2,0,0, , , , ,0,0,1,1,2,0, , , , , , ,0,0,1,1, ,0, , ,0,0, , ,0,0, , , , , , , , ,1,1, , , , , , ,0,0,0,0,0,0,2,0,0, , , , , 
2736,39,2,2,6,10,2,3,1,2,9,1,1,1,4,1,2,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , ,5, , , , , , , , , , ,3, , , , , ,1, , , ,"I read the headline on breakingnews.ie, I didn't bother clicking through to the story. I don't give a **** what a ""celebrity"" thinks about anything.",1, , , , , ,1, , , ,"I remember the protests being reported, I didn't know about the condemnation. They brought similar posters to my local area one day a few weeks ago. If they turned up for a second day, I was going to get my 3 male kids to wee on it (they were next to the playground, so I felt this was a legitimate form of protest ;-) ).",1, , , , , ,1, , , ,"Mattie Mc Grath is a horrible person, and I cannot understand how Tipp voters return himself and Lowry to the Dail again and again. Senator Rónán Mullen represents the absolute worst of the current biased electoral system to the Seanad, representing the narrowminded, extreme views of a handful of Ireland's tradition, conservative elite. Both men make my blood boil at the best of times, so when I heard about this I swore a lot and ranted at my husband - he agrees too!",5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , ,0,1, , ,0,0,0,0, , , , ,0,1,1,1,0, , ,5,5, ,2, ,3,2,4,5,5,3,1,3,5,4,4,1,1,1,1,1,1,1,1,1,1,1,6,2,2,0,0, , , , ,0,0,2,1,1,0, , , , , , ,0,0, ,1,1,0, , ,0,0, , ,0,0, , , , , , , , , ,1,1, , , , , ,0,0,0,0,0,0,2,0,0, , , , , 
2280,40,2,2,6,8,2,2,1, ,9,1,1,1,5,5,5,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,4, , , , ,1, , , , ,From my memory he basically undid all the progress the conversation around consent had made from this trial. I think he said Men will be Men and so be it,1, , , , , , ,1, , ,Proud that famous Irish people supported the repeal movement and hopeful it might appeal to some undecided voters,3, ,0, , , , , , , ,I heard about CBR's posters and aware that Together for Yes complained but wasn't aware save the 8th complained too.,3,1, , , , , , , , , ,1, , , ,1, , , , , ,Indifferent for here. Happy with Sinn Fein for promoting a strong repeal campaign by ensure the party votes together, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , ,0,1, , ,0,0,0,0, , , , ,0,1,1,1,0, , ,3,5, ,2, ,4,2,4,5,5,3,1,3,3,4,4, ,1,1,1,0,1,1,1,1, ,1,6,2,2,0,0, , , , ,0,0,1,2,2,1, , , , , , ,0,0,1, , ,1, , ,0,0, , ,0,0, , , , , , , , ,1, , ,1, , , , ,0,0,0,0,0,0,2,0,0, , , , , 
2576,41,1,1,7,8,2,5,1,4,4,1,1,1,3,1,3,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , ,4, , ,1,1,1,1, , , ,There was too much of it in the media. Had little interest in it.,5, , , , , , , , , , ,1, , ,1, ,1, , , , ,Pissed off that they were upsetting pregnant women that might of had issues with there baby,1, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , ,0,0,0,0, , , , ,0,0,0,0,0, , , ,5, , , ,4, ,4,5,3,3,1,3,5,5,4,1,1,0,1,1,0,1,1,1,1,1,6,2,2,0,0, , , , ,0,0,0,1,1,0, , , , , , ,0,0,0,1,1,0, , ,0,0, , ,0,0, , , , , , , , , ,1, , , , , , ,0,0,0,0,0,0, ,0,0, , , , , 
2136,41,2,2,8,9,2,3,1,3,9,1,1,1,5,4,4,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, ,0, , , , , , , ,Happy,1, , , , , ,1, , , ,Angry,5,1, , , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , ,1,1, , , , , , , , , , , ,1,1, , ,1,0,0,0, , , , ,1,2,3,1,1, , ,3,5, ,3, ,3,3,4,5,5,3,1,3,5,1,4,1,1,0,1,1,1,1,1,1,1,1,6,2,2,0,0, , , , ,0,0,1,1,0,0, , , , , , ,0,0,1,1,0,0, , ,0,0, , ,0,0, , , , , , , , ,0,1, , , , , , ,0,0,0,0,0,0,3,0,0, , , , , 
2343,41,2,2,7,10,2,1,1,1,9,1,1,1,5,5,5,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , , ,1, , ,Pleased,5,1, , , , , , , , , ,1, , , , ,1, , , , ,Annoyed because I didn?t think it was true,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , ,1, , , , ,1, , , , , , , ,1,1, , ,0,0,1,0, , , , ,1,2,3,1,1, , ,5,5, ,1, ,4,1,4,5,5,3,1,3,5,4,4,1,1,1,1,1,1,1,1,1,1,1,6,2,2,0,0, , , , ,0,0,1,0,1,0, , , , , , ,0,0,1,0,1,0, , ,0,0, , ,0,0, , , , , , , , ,1, ,1, , , , , ,0,0,0,0,0,0,1,0,0, , , , , 
2084,42,2,2,7,8,2,2,1,2,9,1,1,1,4,1,2,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,5, , , , , , , , , , ,1, , , , , ,1, , , ,I agreed with their views,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , ,1, , , ,She should not represent a party if she does not share its political beliefs, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , ,1, , , , ,1, , , , , , , ,1,1, , ,0,0,1,0, , , , ,1,2,3,1,1, , ,4,5, ,2, ,4,2,4,5,1,3,1,3,2,4,4,1,1,1,1,0,0,1,1,1,1,1,6,2,2,0,0, , , , ,0,0,1,0,0,1, , , , , , ,0,0,1,0,0,1, , ,0,0, , ,0,0, , , , , , , , ,1, , ,1, , , , ,0,0,0,0,0,0,2,0,0, , , , , 
2110,42,2,2,7,9,2,2,1,3,7,1,1,1,3,4,3,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , , ,1, , ,Interested to see who contributed.,1, , , , ,1, , , , ,Disappointed and annoyed,5,1, , , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , ,1,1, , , , , , , , , , , ,1,1, , ,1,0,0,0, , , , ,1,2,3,1,1, , ,4,5, ,4, ,3,4,4,5,1,3,1,3,5,4,4,1,1,1,1,1,0,1,1,1,1,1,6,2,2,0,0, , , , ,0,0,1,1,0,0, , , , , , ,0,0,1,1,0,0, , ,0,0, , ,0,0, , , , , , , , ,1,1, , , , , , ,0,0,0,0,0,0,4,0,0, , , , , 
2158,42,2,2,3,9,2,3,1,3,9,1,1,1,3,1,3,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,2, , , , , ,1, , , , ,5,1, , , , , , , , , ,3,1, , , , , , , , , ,2, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , ,1, , , , ,1, , , , , , , ,1,1, , ,0,0,1,0, , , , ,1,2,3,1,1, , ,5,5, ,1, ,4,1,4,5,5,3,1,3,5,5,4,1,1,0,1,1,1,1,1,1,1,1,6,2,2,0,0, , , , ,0,0,1,0,2,1, , , , , , ,0,0,1,0, ,1, , ,0,0, , ,0,0, , , , , , , , ,1, , ,1, , , , ,0,0,0,0,0,0,1,0,0, , , , , 
