ID,Age,Sex,Sex_MaleFemaleOnly,Education,VerbalAbililtyTotal,VerbalAbility_GreaterThan8,LiberalConservative,ProChoice_ProLife,AbortionSpectrum,HowImportantisReferendumtoYou,HowWillYouVote,HowWillYouVote_Yes1No2,HowWillYouVote_MissingSameAsWontVote,TraditionalMediaConsumption,SocialMediaConsumption,DiscussionsFamilyFriends,ApprovalYesCampaign,ApprovalNoCampaign,VoterRegister,VoterRegisterDidntHear,VoterRegisterDontRemember,VoterRegisterTV,VoterRegisterNewspaper,VoterRegisterRadio,VoterRegisterOnlineNews,VoterRegisterSocialMedia,VoterRegisterFriend,VoterRegisterOther,VoterRegisterHowDidYouFeel,GAAStars,GAADidntHear,GAADontRemmeber,GAATV,GAANewspaper,GAARadio,GAAOnlineNews,GAASocialMedia,GAAFriend,GAAOther,GAAHowDidYouFeel,FakeNurse,FakeNurseDidntHear,FakeNurseDontRemember,FakeNurseTV,FakeNurseNewspaper,FakeNurseRadio,FakeNurseOnlineNews,FakeNurseSocialMedia,FakeNurseFriend,FakeNurseOther,FakeNurseHowDidYouFeel,Coveney,CoveneyDidntHear,CoveneyDontRemember,CoveneyTV,CoveneyNewspaper,CoveneyRadio,CoveneyOnlineNews,CoveneySocialMedia,CoveneyFriend,CoveneyOther,CoveneyHowDidYouFeel,YesPosters,YesPostersDidntHear,YesPostersDontRemember,YesPostersTV,YesPostersNewspaper,YesPostersRadio,YesPostersOnlineNews,YesPostersSocialMedia,YesPostersFriend,YesPostersOther,YesPostersHowDidYouFeel,NoComments,NoCommentsDidntHear,NoCommentsDontRemember,NoCommentsTV,NoCommentsNewspaper,NoCommentsRadio,NoCommentsOnlineNews,NoCommentsSocialMedia,NoCommentsFriend,NoCommentsOther,NoCommentsHowDidYouFeel,Saoirse,SaoirseDidntHear,SaoirseDontRemember,SaoirseTV,SaoirseNewspaper,SaoirseRadio,SaoirseOnlineNews,SaoirseSocialMedia,SaoirseFriend,SaoirseOther,SaoirseHowDidYouFeel,GraphicPosters,GraphicPostersDidntHear,GraphicPostersDontRemember,GraphicPostersTV,GraphicPostersNewspaper,GraphicPostersRadio,GraphicPostersOnlineNews,GraphicPostersSocialMedia,GraphicPostersFriend,GraphicPostersOtherSource,GraphicPostersHowDidYouFeel,RonanMullen,RonanMullenDidntHear,RonanMullenDontRemember,RonanMullenTV,RonanMullenNewspaper,RonanMullenRadio,RonanMullenOnlineNews,RonanMullenSocialMedia,RonanMullenFriend,RonanMullenOther,RonanMullenHowDidYouFeel,CarolNolan,CarolNolanDidntHear,CarolNolanDontRemember,CarolNolanTV,CarolNolanNewspaper,CarolNolanRadio,CarolNolanOnlineNews,CarolNolanSocialMedia,CarolNolanFriend,CarolNolanOther,CarolNolanHowDidYouFeel,YesComments,YesCommentsDidntHear,YesCommentsDontRemember,YesCommentsTV,YesCommentsNewspaper,YesCommentsRadio,YesCommentsOnlineNews,YesCommentsSocialMedia,YesCommentsFriend,YesCommentsOther,YesCommentsHowDidYouFeel,NoPosters,NoPostersDidntHear,NoPostersDontRemember,NoPostersTV,NoPostersNewspaper,NoPostersRadio,NoPostersOnlineNews,NoPostersSocialMedia,NoPostersFriend,NoPostersOtherSource,NoPostersHowDidYouFeel,SelectFakeVoterReg1,SelectFakeVoterReg2,SelectFakeCoveney1,SelectFakeCoveney2,SelectFakeNoComments1,SelectFakeNoComments2,SelectFakeNurse1,SelectFakeNurse2,SelectFakeGAA1,SelectFakeGAA2,SelectFakeYesPosters1,SelectFakeYesPosters2,SelectFakeCarolNolan1,SelectFakeCarolNolan2,SelectFakeRonanMullen1,SelectFakeRonanMullen2,SelectFakeGraphic1,SelectFakeGraphic2,SelectFakeSaoirse1,SelectFakeSaoirse2,SelectFakeNoPosters1,SelectFakeNoPosters2,SelectFakeYesComments1,SelectFakeYesComments2,SelectedNoCommentsTotal,SelectedYesPostersTotal,SelectedNoPostersTotal,SelectedYesCommentsTotal,SelectedCarolNolanTotal,SelectedRonanMullenTotal,SelectedGraphicImagesTotal,SelectedSaoirseTotal,SelectedVoterRegTotal,SelectedSimonCoveneyTotal,SelectedNurseTotal,SelectedGAATotal,TotalTrueStoriesSelectedAsFake,TotalFalseStoriesSelectedAsFake,TotalStoriesSelectedAsFake,SelectedPosterStoryAsFake,SelectedCommentsStoryAsFake,Approval_Posters_No,Approval_Comments_Yes,Approval_Posters_Yes,Approval_Comments_No,YesComments_AttCong,YesPosters_AttCong,NoPosters_AttCong,NoComments_AttCong,PostersAttCongruence,SPACE,BROADEN,EMANATE,EDIBLE,ANIMOSITY,PACT,CLOISTERED,CAPRICE,ACCUSTOM,ALLUSION,SpaceCorrect,CapriceCorrect,BroadenCorrect,CloisteredCorrect,EmanateCorrect,EdibleCorrect,PactCorrect,AnimosityCorrect,AllusionCorrect,AccustomCorrect,StoryResp,FakeStoryResp,TrueMemoryCount,FalseMemoryCount,FalseStories_YesorBelieve1,VoterRegister1Yes2Believe,GAA1Yes2Believe,FakeNurse1Yes2Believe,Coveney1Yes2Believe,YesPosters1Yes2Believe,NoComments1Yes2Believe,Saoirse1Yes2Believe,GraphicPosters1Yes2Believe,RonanMullen1Yes2Believe,CarolNolan1Yes2Believe,YesComments1Yes2Believe,NoPosters1Yes2Believe,VoterRegister1Yes,GAA1Yes,FakeNurse1Yes,Coveney1Yes,YesPosters1Yes,NoComments1Yes,Saoirse1Yes,GraphicPosters1Yes,RonanMullen1Yes,CarolNolan1Yes,YesComments1Yes,NoPosters1Yes,YesPoster1YesBelieve,NoComments1YesBelieve,YesComments1YesBelieve,NoPosters1YesBelieve,YesPoster1SpecificMemory,NoComments1SpecificMemory,YesComments1SpecificMemory,NoPosters1SpecificMemory,GAAStarsWhere,VoterRegWhere,FakeNurseWhere,CoveneyWhere,YesPostersWhere,NoCommentsWhere,SaoirseWhere,GraphicPostersWhere,RonanMullenWhere,CarolNolanWhere,YesCommentsWhere,NoPostersWhere,TrueStoriesWhere_Average,FalseStoriesWhere_Average,CommentsMemories,PostersMemories,PosterMemories_BelieveandYes1,CommentsMemories_BelieveandYes1,PosterCongruency_0against1inline,PosterResponsesMerged_1Memory_BelieveExcluded,PosterAttCongruenceMerged,CommentsCongruency_0inline1against,CommentsResponseMerged_1Memory_BelieveExcluded,YesPosters1Specific2Remember3Believe,NoComments1Specific2Remember3Believe,NoPosters1Specific2Remember3Believe,YesComments1Specific2Remember3Believe,Posters1Specific2Remember3Believe
1500,24,2,2,7,7,1,5,1,4,6,1,1,1,3,1,1,4,5,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,3, , , , ,1, , , , ,I do not have full trust that Coveney and other politicians will make an appropriate decision when creating the legislation if the 8th amendment is repealed., , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , ,1, ,1,1, ,"I didn?t agree that they used a serious, highly publicised legal issue to try boost their campaign.",3, , , , , , ,1, , ,"I had my mind made up prior to these posters, however, after this story I was disinterested in the No campaign as I didn?t agree with the involvement of other countries in our countries decisions.", ,1, , , , , , , ,1, , , , , , , , , , , , , , , , ,0,0, , , , ,1,0,0,1,2,0,2,0,0,5,4, , ,4, ,4, ,4,4,5, ,3,1,3,2, ,4,1,1, ,1,0, ,1,1,1,1,1,6,2,0,0,2,0,0,0,2, , , , , , ,2,2,0,0,0, , , , , , , , , , , ,1,1, , ,0,0, , , , , , , , , , , , , , , , ,1,1,1, ,4,1, , , ,3,3,3
2991, ,1,1,8,8,2,5,2,7,7,2,2,2,2,2,3,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , , , , , , ,3, , , ,1, , , , , , ,5,1, , , , , , , , , ,3, ,0, , , , , , , , ,3, ,0, , , , , , , , ,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,1, ,1, , , , , ,0,1, , ,0,0,1,1, , , , ,2,1,3,1,0, , ,5,3, ,3, ,4,3,4,5,5,3,1,3,2, ,4,1,1, ,1,0,1,1,1,1,1,1,6,2,0,0,2, , , , ,2,2,0,2,2,2, , , , , , , , ,0, , , , , ,1,1, , ,0,0, , , , , , , , , , , , , , , , , , ,1,1,1, ,3,1, ,3,3, , ,3
2262,40,2,2,5,8,2,2,1,2,8,1,1,1,3,3,3,3,3,3, ,0, , , , , , , ,"Disgusted, no one has the right to remove any person from the register. In fact, we still leave too many people out of it - Non-nationals, prisoners, law experts - Bit of a joke.",3, ,0, , , , , , , ,Annoyed but people have the right to voice an opinion.,5,1, , , , , , , , , ,3, ,0, , , , , , , ,Annoyed that he can't make an informed opinion before going public with one., , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,0, , , , , , , ,I agree with it.,3, ,0, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,0,0, , , , ,0,0,1,0,1,0,1,0,0,4,2, , ,3, ,3, ,3,4,5,5,3,1,3,2,3,4,1,1,0,1,0,1,1,1,1,1,1,6,2,0,0,2,2,2,0,2, , , , , , ,2,2, , ,0, , , , , , , , , , , ,1,1, , ,0,0, , , , , , , , , , , , , , , , ,1,1,1, ,3,1, , , ,3,3,3
2001,60,2,2,6,10,2,5,1,1,9,1,1,1,4,4,3,1,4,5,1, , , , , , , , , ,3, , , , , , , , ,1, ,3, , , , , ,1, , , , ,3, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , , , , , , ,3,1, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , ,1,0, , , , ,1,0,0,0,1,1,2,1,0,5,3, , ,2, ,3, ,3,4,5,5,3,1,3,5,4,4,1,1,1,1,1,1,1,1,1,1,1,6,2,0,0,2,0,2,2,2, , , , , , ,2,2,0, , , , , , , , , , , , , ,1,1, , ,0,0, , , , , , , , , , , , , , , , ,1,1,1, ,3,1, , , ,3,3,3
294,26,1,1,7,7,1,3,1,3,7,4, ,4,3,2,2,2,3,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,3,1, , , , , , , , ,I don't know if destroying the posters is the right way to deal with the funding of campaign from outside of Ireland. However there should be some repercussions concerning Save the 8th and taking money from lobbyists from America, , , ,1, , , , , ,1, , , , , , , , , , , ,1, , , , ,1,0, , , , ,0,1,0,1,2,1,3,1,0,5,3, , ,3, ,2, ,2,4,5,1,3,1,3, , ,4,1,1, ,1, ,0,1,1,1,1,1,6,2,0,0,1,0,0,0,0, , , , , , ,0,2,0,0,0,0, , , , , , ,0, , , ,0,1, , ,0,0, , , , , , , , , , , , , , ,0, ,1,0, , ,2, ,0, , ,3, ,3
1097, ,2,2,6,5,1, ,1, ,9,1,1,1,3,3,2,1,5,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,3, , ,1, , ,1, , , ,Angry, , , , , , , ,1, ,1, , , , , , , , , , , , , , , , ,0,0, , , , ,0,0,1,1,2,0,2,0,0,5,3, , ,2, ,4, ,4,4,5, ,3,1,3,2,3,2,4,1,0,1,0, ,1,1,1,0,0,6,2,0,0,1,0,0,0,0, , , , , , ,0,2,0,0,0,0, , , , , , ,0, , , ,0,1, , ,0,0, , , , , , , , , , , , , , ,0, ,1,0,1, ,4,1,0, , ,3, ,3
1538, ,2,2,5,7,1,4,1,1,9,1,1,1,2,1,3,1,5,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , ,0,0,0,0,0,0,0,0,0,5,4, , ,1, ,4, ,4,4,5,3,3,1,3,2, ,4,1,1, ,1,0,0,1,1,1,1,1,6,2,0,0,1,0,0,0,0, , , , , , ,0,2,0,0,0,0, , , , , , ,0, , , ,0,1, , ,0,0, , , , , , , , , , , , , , ,0, ,1,0,1, ,4,1,0, , ,3, ,3
1311,19,2,2,5,6,1,1,1,2,8,1,1,1,3,4,3,1,5,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,3, , , , , , ,1, , ,I felt angry that they were receiving funding from America., ,1, , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , ,1,0,0,0,1,0,1,0,0,5,4, , ,1, ,4, ,4,4,5,2,3,1,3,2, ,4,4,1, ,1,0,0,1,1,1,0,1,6,2,0,0,1,0,0,0,2, , , , , , ,0,2,0,0,0, , , , , , , ,0, , , ,0,1, , ,0,0, , , , , , , , , , , , , , ,0, ,1,0,1, ,4,1,0, , ,3, ,3
1088,20,2,2,5,6,1,5,1,1,9,1,1,1,5,3,5,2,5,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,0,1, , , , ,0,0,0,0,0,1,1,0,1,5,5, , ,1, ,4, ,4,4,5, ,3,1,3,2, ,4,2,1, ,1,0, ,1,1,1,0,1,6,2,0,0,1,0,0,0,2, , , , , , ,0,2,0,0,0, , , , , , , ,0, , , ,0,1, , ,0,0, , , , , , , , , , , , , , ,0, ,1,0,1, ,4,1,0, , ,3, ,3
259,38,2,2,5,4,1,3,1,1,7,4, ,4,5,4,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,0, , , , , , , ,understood it was from NO campaigners not YES camp?,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , ,0,1, , ,0,0,0,0, , , , ,0,1,1,1,0, , ,4,4, ,3, ,3,3, ,5, ,3,4,3,2, ,4, , , ,1,0, ,1,1,0, ,1,6,2,0,0,1, , , , ,2,0,0,0,0,0, , , , , , , ,0,0,0,0,0, , ,1,0, , ,0,0, , , , , , , , , , , , , , , , ,0, ,1,0, , ,3, ,0,3, , , ,3
2876,19,2,2,5,4,1, ,2,8,9,2,2,2,5,5,5,5,1,3,1, , , , , , , , , ,5,1, , , , , , , , ,Will watch this now. It sounds very good,5,1, , , , , , , , , ,3,1, , , , , , , , , ,3,1, , , , , , , , ,Not surprised. Vote yes are horrible people.,5,1, , , , , , , , ,"I am pro life and this sounds ridiculous, yes we should trust women but no woman should have the right to kill a vulnerable human being, this is not a matter of trust or a matter of necessary healthcare. This cannot be related to that sexual assault case.", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,1,0, , , , , , ,0,0,0,0,0,1,1,0,1, , ,3,5, ,2, ,0,2,4,5,3,3,3,3,2, , , ,1, ,1,0,0,1,1,0, , ,6,2,0,0,1,2,0,0,2,2,0, , , , , , , ,0,0, , ,0, , , , , , ,1,0, , ,0,0, , , , , , , , , , , , , , , , ,0, ,1,0,1, ,2,1,0,3, , , ,3
381,31,1,1,7,8,2,3,1,5,7,4, ,4,2,1,5,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,3, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0, , , , ,0,0,0,0,0,5,5, , ,2, ,4, ,4,4,5, ,3,1,3,5,1,4,1,1,0,1,1, ,1,1,1,1,1,6,2,0,0,1, , , , , , ,0,0,0,0,0,2, , , , , , ,0,0,0,0,0, , , ,0,1, , ,0,0, , , , , , , , , , , , , , ,0, ,1,0, , ,4, ,0, , ,3, ,3
2670,26,2,2,7,9,2,2,1,3,8,1,1,1,4,4,4,3,5,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,3, ,0, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,1, , ,0,1, , , , ,1,0,0,0,1,1,2,0,1,5,4, , ,3, ,4, ,4,4,5,5,3,1,3,5, ,4,1,1, ,1,1,1,1,1,1,1,1,6,2,0,0,1,0,0,0,0, , , , , , ,0,2,0,0,0,0, , , , , , ,0, , , ,0,1, , ,0,0, , , , , , , , , , , , , , ,0, ,1,0,1, ,4,1,0, , ,3, ,3
2490, ,2,2,3,9,2,5,1,3,9,1,1,1,4,3,4,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , ,1, , , , ,Ambivalent,5, , ,1, , , , , , ,Don't think they were as innocent as they made out to be,5,1, , , , , , , , , ,3, ,0, , , , , , , , ,5, , , , , , , , , , ,3, , ,1, , , , , , ,Who cares about what she thinks.  She doesn't influence me., , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , ,1, , , , , ,0,0, , ,0,1,0,1, , , , ,2,0,2,0,0, , ,3,4, ,2, ,4,2,4,5,3,3,1,3,5,4,4,1,1,1,1,1,0,1,1,1,1,1,6,2,0,0,1, , , , ,2,0,0,2,0,2, , , , , , , ,0,0, ,0, , , ,1,0, , ,0,0, , , , , , , , , , , , , , , , ,0, ,1,0,0, ,2,0,0,3, , , ,3
199, ,2,2,6, , ,1,1,3,9, , ,4,1,3,5,2,5,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,0, , , , , , , , ,3,1, , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , ,1, , , , ,1,0, , , , ,1,1,0,0,2,1,3,1,0,5,4, , ,2, ,4, ,4, , , , , , , , , , , , , , , , , , , , ,6,2,0,1,2,0,0,0,0, , , , , , ,1,2,0,0,0,0, , , , , , ,1, , , ,1,1, , ,1,0, , , , , , , , , , ,0, , , ,1, ,1,1, , ,4, ,1, , ,3,1,3
583,21,2,2,6, , ,1,1,1,9,1,1,1,3,3,3,2,5,5,1, , , , , , , , , ,5,1, , , , , , , , , ,3,1, , , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , ,1,1,1, ,Not surprised,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,1,0, , , , ,0,0,0,0,0,1,1,1,0,5,3, , ,3, ,4, ,4, , , , , , , , , , , , , , , , , , , , ,6,2,0,1,2,0,0,2,0, , , , , , ,1,2,0,0, ,0, , , , , , ,1, , , ,1,1, , ,1,0, , , , , , , , , , ,1, , , ,1, ,1,1,1, ,4,1,1, , ,3,1,3
76,22,2,2,6, , , , , , , , ,4, , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , ,That is so wrong,3, ,0, , , , , , , ,Not sure. But I do think unrestricted abortion is going from one extreme to the next. And I could see why he may have been a bit apprehensive,3, ,0, , , , , , , ,They should be allowed to get funding off foreign supporters! It?s a right for women if we were still supporting women right to vote those posters wouldn?t have been a problem,1, , , , , , ,1, , ,"Very angry, the no campaigners are going about their campaign in such a twisted manner! They?d NEARLY have my vote if they ran their campaign better!!", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , ,1,0,0,0,1,0,1,0,0, , ,5,5, , , , , , , , , , , , , , , , , , , , , , , , , ,6,2,0,1,2,0,0,0,2,2,1, , , , , , ,0,0,0, , ,1, , , , , , ,1,1, , ,0,1, , , , , , , ,1, , , , , , , , ,1, ,1,1, , , , ,1,3,1, , ,3
2797,37,2,2,7, , , ,1,6,10,2,2,2,3,2,3,4,5,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,3,1,0, , , , , , , , ,1, , , , ,1, , , , ,"Disgusted at the low opinion towards a woman. If a pregnancy were to arise from this, I do believe it would be the womans choice to go ahead with the pregnancy or not.", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , ,1,0,0,0,1,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,2,0,1,2,0,0,0,0,2,1, , , , , , ,0,0,0,0, ,1, , , , , , ,1,1, , ,0,1, , , , , , , ,1, , , , , , , , ,1, ,1,1,1, , ,1,1,3,1, , ,3
485,21,1,1,4, , ,5,1,4,1,1,1,1,5,1,2,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , ,1, , ,1, , , , , , ,1, , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , ,1, , , , , ,0,0, , ,0,1,0,1, , , , ,2,0,2,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,2,0,1,2, , , , ,2,1,0,0,0,0, , , , , , , ,1,0,0,0,0, , ,1,1, , ,0,1, , , , , , , ,1, , , , , , , , ,1, ,1,1,0, , ,0,1,3,1, , ,3
1021, ,2,2,5,5,1,2,1,2,8,1,1,1,5,5,5,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , ,1, , ,Relieved and happy,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , , , ,1, ,Disgusted,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , ,1,0,0,0,1,0, , , , ,1,1,2,1,0,4,3, , ,2, ,3, ,3,4,5,3,3,4,3,2,2,4,4,1,0,1,0,0,1,1,0,0,1,6,2,0,1,2, , , , , , ,2,0,0,0,1,2, , , , , , , ,0,0,0,1, , , ,1,1, , ,1,0, , , , , , , , , , ,1, , , ,1, ,1,1,1, ,3,1,1, , ,3,1,3
1014,21,2,2,6,6,1,1,1,2,8,1,1,1,5,4,4,2,5,5,1, , , , , , , , , ,3, , , , , , , ,1, , ,5,1, , , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,1, ,"Extreme statement to make, fairly unrelated",3, , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , ,1,0,0,0,1,0,1,0,0,4,4, , ,2, ,3, ,3,4,5, ,3,1,3, , ,4, ,1, ,1, , ,1,1,1, ,1,6,2,0,1,2,0,2,0,0, , , , , , ,1,2,0, ,0,0, , , , , , ,1, , , ,1,1, , ,1,0, , , , , , , , , , ,1, , , ,1, ,1,1,1, ,3,1,1, , ,3,1,3
332,48,1,1,5,9,2,5,3,5,7,3, ,3,3,3,3,3,3,3, ,0, , , , , , , , ,3, ,0, , , , , , , , ,5,1, , , , , , , , , ,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,0, , , , , , , , ,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , ,0,0,0,0,0,0,0,0,0,4,3, , ,4, ,3, ,3,4,5,5,3,1,3,5,5,4,1,1,0,1,1,1,1,1,1,1,1,6,2,0,1,2,2,2,0,2, , , , , , ,1,2, , ,0, , , , , , , ,1, , , ,1,1, , ,1,0, , , , , , , , , , ,0, , , ,1, ,1,1, , ,3, ,1, , ,3,1,3
547,23,2,2,6, , ,4,1,2,9,1,1,1,5,4,5,1,5,1, , , , , , , , ,1,It happened to me but I had not been removed from the register. I rang the office and they informed me the website is extremely case sensitive and once I knew that it didn?t matter,5,1, , , , , , , , , ,5,1, , , , , , , , , ,3, , , , , , ,1, , , ,3, , ,1, , , ,1,1, , ,3, , , , , , ,1, , ,I feel a No vote is a sign of a very narrow minded person, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,1,0, , , , , , ,0,0,0,0,0,1,1,0,1, , ,3,5, ,2, ,4,2, , , , , , , , , , , , , , , , , , , , ,6,2,1,0,2,1,0,0,2,2,2, , , , , , ,1,0,0, , , , , , , , , ,1,1, , ,0,0, , , ,1, , , , , , , , , , , , , , ,1,1,0, ,2,0, ,3,3, , ,3
35,21,2,2,5, , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,1,1, , , , , , , , , ,5,1, , , , , , , , , ,3, , , , ,1, , , , , ,3, , , , , ,1, , , , ,3, , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , ,0,0,1,0,0,0, , , , ,1,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,2,1,0,2, , , , , , ,0,1,0,2,2,2, , , , , , ,0,1,0, , , , , ,1,1, , ,0,0, , , , , , , , , , , , , , , , ,1,1, , , , , , , ,3,3,3
